idade,sexo,cor_raca,anos_estudo,setor,regiao,rendimento_hora
62,F,Indigena,0,Agricultura,Norte,17.386041260089208
23,F,Preta,16,Agricultura,Nordeste,52.36364701069857
54,F,Parda,18,Comercio,Sul,73.91798318658712
50,F,Branca,13,Construcao,Sudeste,47.25489476094839
39,F,Preta,11,Comercio,Centro-Oeste,38.07597170492512
38,F,Indigena,9,Comercio,Norte,31.97479957146053
23,M,Indigena,19,Construcao,Sul,76.44033635483585
23,M,Branca,20,Servicos,Sudeste,82.41673108484046
65,F,Branca,17,Comercio,Sul,70.32383142226996
21,F,Preta,10,Comercio,Norte,44.95157919127078
47,M,Amarela,1,Agricultura,Centro-Oeste,13.164303305528072
28,M,Branca,17,Construcao,Sul,67.05157071916588
47,M,Amarela,6,Industria,Nordeste,31.688953429701012
48,F,Parda,14,Servicos,Sudeste,66.04129262330947
41,M,Indigena,10,Servicos,Sul,49.22865460468682
26,F,Amarela,17,Construcao,Sudeste,61.41034266953951
20,F,Indigena,11,Agricultura,Nordeste,44.445451111365934
48,M,Amarela,5,Agricultura,Centro-Oeste,35.01701500314739
57,F,Parda,19,Construcao,Centro-Oeste,64.02992883091918
54,F,Branca,12,Agricultura,Nordeste,47.71354597188574
53,F,Parda,19,Servicos,Sudeste,69.20935619815009
41,F,Branca,15,Servicos,Sul,46.93163389504237
48,M,Branca,17,Industria,Nordeste,64.56275778848237
23,M,Indigena,9,Construcao,Norte,41.613432137527795
19,F,Parda,7,Comercio,Sudeste,36.45240085452035
37,F,Amarela,17,Comercio,Centro-Oeste,48.34262969347379
45,M,Parda,20,Industria,Nordeste,69.29490341954116
28,F,Indigena,0,Industria,Centro-Oeste,5.0
21,M,Branca,7,Agricultura,Sudeste,45.338206645925105
32,F,Indigena,5,Industria,Centro-Oeste,19.323672507291484
23,F,Preta,4,Industria,Nordeste,29.49242165675938
47,M,Preta,14,Comercio,Sudeste,65.51521786210488
55,M,Amarela,14,Agricultura,Norte,50.39645788478363
19,M,Indigena,1,Industria,Nordeste,8.283290292393527
32,M,Amarela,0,Industria,Sul,19.942221298318028
28,F,Amarela,10,Agricultura,Nordeste,34.29405577690157
25,M,Preta,9,Construcao,Sudeste,43.81490785294925
43,F,Amarela,17,Agricultura,Nordeste,57.863034455158484
62,M,Preta,17,Comercio,Norte,54.35304951320619
61,M,Branca,16,Construcao,Norte,48.73719188525324
22,F,Indigena,7,Servicos,Sul,38.60010549096758
23,M,Amarela,14,Agricultura,Centro-Oeste,48.59065352201624
43,M,Preta,7,Comercio,Sudeste,36.441461098515205
21,M,Parda,16,Construcao,Sudeste,66.4951830345627
36,M,Amarela,11,Agricultura,Centro-Oeste,52.16065365979467
37,F,Branca,7,Industria,Norte,30.404731671829143
